sample_id,source_sample_id,split,target_id,view,template_frame_id,search_frame_id,group,candidate,coverage,orientation,pair_id,balanced_primary,max_score,apce,score_map_max,score_map_mean,score_map_std,score_top1_top2_gap,score_entropy,pred_bbox_x,pred_bbox_y,pred_bbox_w,pred_bbox_h,prompt_valid,prompt_topk_score_mean,prompt_topk_score_std,prompt_topk_score_min,prompt_topk_score_max,prompt_top1_top8_gap,prompt_norm_mean,prompt_norm_std,prompt_pairwise_cos_mean,prompt_pairwise_cos_std,prompt_pairwise_cos_min,prompt_pairwise_cos_max
d2p1-train-md3005-1-000138-clean,,train,md3005,A,137,138,clean,Clean,0.0,right,d2p1-train-md3005-A-00014,True,0.6976242661476135,180.13427734375,0.6976242661476135,0.010106861591339111,0.05099841579794884,0.4072940945625305,0.6174511909484863,0.48886993527412415,0.4925752580165863,0.20643429458141327,0.3114866316318512,True,0.21600818634033203,0.19698457419872284,0.03724675625562668,0.6976242661476135,0.6603775024414062,12.528034210205078,0.1101158857345581,0.7105370163917542,0.1296050101518631,0.37600040435791016,0.8981342315673828
d2p1-train-md3005-1-000147-clean,,train,md3005,A,146,147,clean,Clean,0.0,top,d2p1-train-md3005-A-00015,True,0.7095161080360413,183.17971801757812,0.7095161080360413,0.010806921869516373,0.05131051689386368,0.4305818974971771,0.65088951587677,0.4982037842273712,0.5070376396179199,0.19155746698379517,0.3422025442123413,True,0.21633395552635193,0.19977563619613647,0.051079072058200836,0.7095161080360413,0.6584370136260986,12.559587478637695,0.10531335324048996,0.6890920996665955,0.15905609726905823,0.34077468514442444,0.893126904964447
d2p1-train-md3005-1-000157-clean,,train,md3005,A,156,157,clean,Clean,0.0,right,d2p1-train-md3005-A-00016,True,0.7534176707267761,204.32859802246094,0.7534176707267761,0.009194974787533283,0.05190952867269516,0.5097114443778992,0.5964096784591675,0.4986201822757721,0.49102914333343506,0.21264000236988068,0.3132767379283905,True,0.20043084025382996,0.21903815865516663,0.04016149789094925,0.7534176707267761,0.7132561802864075,12.562923431396484,0.06682839244604111,0.6799010038375854,0.17594271898269653,0.3120841085910797,0.9018563032150269
d2p1-train-md3005-1-000314-clean,,train,md3005,A,165,314,clean,Clean,0.0,top,d2p1-train-md3005-A-00017,True,0.5881348848342896,120.83583068847656,0.5881348848342896,0.014609789475798607,0.05148850008845329,0.20240125060081482,0.7283234596252441,0.48792052268981934,0.48475736379623413,0.18700407445430756,0.3315965533256531,True,0.24476684629917145,0.1678558588027954,0.07846745103597641,0.5881348848342896,0.5096674561500549,12.580194473266602,0.16300341486930847,0.6674948930740356,0.15634997189044952,0.2846190631389618,0.9137274026870728
d2p1-train-md3005-1-000324-clean,,train,md3005,A,323,324,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00018,True,0.5974252223968506,121.86605072021484,0.5974252223968506,0.013639995828270912,0.05238742008805275,0.17927411198616028,0.6926249265670776,0.48869091272354126,0.5186769366264343,0.1842081993818283,0.3228487968444824,True,0.2443932294845581,0.17477796971797943,0.07026142627000809,0.5974252223968506,0.5271638035774231,12.466681480407715,0.19672684371471405,0.6984941363334656,0.1929975301027298,0.360464870929718,0.991429328918457
d2p1-train-md3005-1-000333-clean,,train,md3005,A,332,333,clean,Clean,0.0,top,d2p1-train-md3005-A-00019,True,0.6825123429298401,169.11322021484375,0.6825123429298401,0.011346844956278801,0.05125617980957031,0.3928242027759552,0.6584146022796631,0.49166685342788696,0.4980553388595581,0.18112561106681824,0.35768696665763855,True,0.2245323359966278,0.19045116007328033,0.04811856523156166,0.6825123429298401,0.6343937516212463,12.552072525024414,0.1731252819299698,0.7044991850852966,0.1503472924232483,0.3177191913127899,0.9377880692481995
d2p1-train-md3005-1-000342-clean,,train,md3005,A,341,342,clean,Clean,0.0,top,d2p1-train-md3005-A-00020,True,0.6592061519622803,157.8150634765625,0.6592061519622803,0.011339778080582619,0.051248207688331604,0.296931654214859,0.6540819406509399,0.4838813543319702,0.5020784735679626,0.1883545219898224,0.3510645031929016,True,0.22821706533432007,0.18636003136634827,0.046225011348724365,0.6592061519622803,0.6129811406135559,12.571532249450684,0.1462372988462448,0.7373250126838684,0.1309841424226761,0.49362418055534363,0.9774989485740662
d2p1-train-md3005-1-000352-clean,,train,md3005,A,351,352,clean,Clean,0.0,right,d2p1-train-md3005-A-00021,True,0.7546451091766357,199.99497985839844,0.7546451091766357,0.011110276915133,0.052206579595804214,0.5248661190271378,0.6764821410179138,0.5030636191368103,0.505912184715271,0.18996275961399078,0.3401106297969818,True,0.2070622742176056,0.21629369258880615,0.04941767081618309,0.7546451091766357,0.7052274346351624,12.575794219970703,0.17441952228546143,0.7002203464508057,0.13966037333011627,0.43686163425445557,0.9541104435920715
d2p1-train-md3005-1-000361-clean,,train,md3005,A,360,361,clean,Clean,0.0,left,d2p1-train-md3005-A-00022,True,0.7481961846351624,190.94851684570312,0.7481961846351624,0.013058618642389774,0.052563752979040146,0.5170339941978455,0.7269973158836365,0.4984317719936371,0.5026052594184875,0.1951778680086136,0.3317295014858246,True,0.21578186750411987,0.21148085594177246,0.06012122705578804,0.7481961846351624,0.6880749464035034,12.582403182983398,0.11711346358060837,0.7033860683441162,0.11784809082746506,0.5177334547042847,0.9504850506782532
d2p1-train-md3005-1-000371-clean,,train,md3005,A,370,371,clean,Clean,0.0,left,d2p1-train-md3005-A-00023,True,0.7441301941871643,187.66932678222656,0.7441301941871643,0.013444649986922741,0.05264673009514809,0.4503723084926605,0.7395814657211304,0.5058673024177551,0.5009375810623169,0.19434118270874023,0.34013721346855164,True,0.21452845633029938,0.21396484971046448,0.04850257188081741,0.7441301941871643,0.6956276297569275,12.594564437866211,0.13306763768196106,0.7098028659820557,0.11283319443464279,0.4985145628452301,0.9270600080490112
d2p1-train-md3005-1-000386-clean,,train,md3005,A,385,386,clean,Clean,0.0,left,d2p1-train-md3005-A-00024,True,0.6588038206100464,146.9790802001953,0.6588038206100464,0.015024236403405666,0.05224284157156944,0.3348744213581085,0.7439234852790833,0.5023247003555298,0.49164167046546936,0.18604399263858795,0.35250943899154663,True,0.24289730191230774,0.1785150021314621,0.07826199382543564,0.6588038206100464,0.5805418491363525,12.599090576171875,0.11256195604801178,0.7157591581344604,0.1234113872051239,0.4896599352359772,0.9273117780685425
d2p1-train-md3005-1-000424-clean,,train,md3005,A,423,424,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00025,True,0.6823855042457581,177.5735321044922,0.6823855042457581,0.010565755888819695,0.050119686871767044,0.3285859227180481,0.6589628458023071,0.5131046175956726,0.5057225823402405,0.1956511288881302,0.3318859934806824,True,0.20299087464809418,0.2032642364501953,0.042622920125722885,0.6823855042457581,0.6397625803947449,12.561484336853027,0.15586529672145844,0.6407780647277832,0.16036707162857056,0.27364376187324524,0.8593202829360962
d2p1-train-md3005-1-000433-clean,,train,md3005,A,432,433,clean,Clean,0.0,left,d2p1-train-md3005-A-00026,True,0.7110286355018616,193.7703094482422,0.7110286355018616,0.009527262300252914,0.05019422248005867,0.4163956940174103,0.6165245175361633,0.49969184398651123,0.5146450996398926,0.18445543944835663,0.33531177043914795,True,0.19823239743709564,0.20741313695907593,0.05616484582424164,0.7110286355018616,0.6548637747764587,12.534982681274414,0.13095110654830933,0.6684397459030151,0.1497238129377365,0.296400249004364,0.8933863639831543
d2p1-train-md3005-1-000443-clean,,train,md3005,A,442,443,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00027,True,0.6717797517776489,167.42559814453125,0.6717797517776489,0.010982935316860676,0.0507563091814518,0.36706143617630005,0.6433461308479309,0.48996689915657043,0.5116296410560608,0.18902212381362915,0.3420080542564392,True,0.21973907947540283,0.19031450152397156,0.05633920803666115,0.6717797517776489,0.6154405474662781,12.570693969726562,0.15687307715415955,0.6611948013305664,0.1629202514886856,0.2447938770055771,0.9115611910820007
d2p1-train-md3005-1-000452-clean,,train,md3005,A,451,452,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00028,True,0.7179509401321411,186.5373992919922,0.7179509401321411,0.010691197589039803,0.05148124694824219,0.44368094205856323,0.6493688225746155,0.5031100511550903,0.49140802025794983,0.18603721261024475,0.3495038151741028,True,0.21114075183868408,0.20592421293258667,0.05106235668063164,0.7179509401321411,0.6668885946273804,12.498236656188965,0.1446460485458374,0.6654111742973328,0.18555434048175812,0.27158424258232117,0.8934661149978638
d2p1-train-md3005-1-000462-clean,,train,md3005,A,461,462,clean,Clean,0.0,top,d2p1-train-md3005-A-00029,True,0.7157765626907349,181.67681884765625,0.7157765626907349,0.011324452236294746,0.051896579563617706,0.44842439889907837,0.6515323519706726,0.5085476040840149,0.50564044713974,0.17839734256267548,0.35342153906822205,True,0.2243165224790573,0.1948338896036148,0.07291290909051895,0.7157765626907349,0.6428636312484741,12.574042320251465,0.1460641324520111,0.6961137652397156,0.14227338135242462,0.40945377945899963,0.9254883527755737
d2p1-train-md3005-1-000471-clean,,train,md3005,A,470,471,clean,Clean,0.0,left,d2p1-train-md3005-A-00030,True,0.74875807762146,202.88796997070312,0.74875807762146,0.010073840618133545,0.05160490423440933,0.486965537071228,0.6402096152305603,0.5015146732330322,0.490917444229126,0.19056986272335052,0.34550487995147705,True,0.19885727763175964,0.21818746626377106,0.05659060180187225,0.74875807762146,0.6921674609184265,12.501275062561035,0.15793512761592865,0.7382434010505676,0.1159062311053276,0.48434096574783325,0.9641305804252625
d2p1-train-md3005-1-000480-clean,,train,md3005,A,479,480,clean,Clean,0.0,top,d2p1-train-md3005-A-00031,True,0.7242712378501892,201.8017120361328,0.7242712378501892,0.009347508661448956,0.0501316599547863,0.4576280415058136,0.6187304258346558,0.5004055500030518,0.5103514194488525,0.17526471614837646,0.3469538986682892,True,0.19483408331871033,0.21063004434108734,0.0553833469748497,0.7242712378501892,0.6688879132270813,12.526679039001465,0.16998939216136932,0.6721749901771545,0.13301090896129608,0.46845653653144836,0.9081569314002991
d2p1-train-md3005-1-000490-clean,,train,md3005,A,489,490,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00032,True,0.700249969959259,185.12025451660156,0.700249969959259,0.011002019047737122,0.05029113218188286,0.3856067955493927,0.670635998249054,0.4986228942871094,0.48587948083877563,0.18167313933372498,0.3441382646560669,True,0.2065144032239914,0.20109383761882782,0.07382562011480331,0.700249969959259,0.6264243721961975,12.532828330993652,0.15181267261505127,0.7356345057487488,0.09955332428216934,0.5283411741256714,0.9164941906929016
d2p1-train-md3005-1-000499-clean,,train,md3005,A,498,499,clean,Clean,0.0,left,d2p1-train-md3005-A-00033,True,0.7997002005577087,217.00836181640625,0.7997002005577087,0.01052611880004406,0.05326850712299347,0.6326916664838791,0.6589656472206116,0.5009628534317017,0.5043423771858215,0.18505409359931946,0.32997506856918335,True,0.19510209560394287,0.23365959525108337,0.038430873304605484,0.7997002005577087,0.7612693309783936,12.596426010131836,0.14767923951148987,0.616366982460022,0.15579849481582642,0.1575777679681778,0.8523831963539124
d2p1-train-md3005-1-000509-clean,,train,md3005,A,508,509,clean,Clean,0.0,right,d2p1-train-md3005-A-00034,True,0.7158176302909851,190.62393188476562,0.7158176302909851,0.010685089975595474,0.050746262073516846,0.424515038728714,0.6593821048736572,0.5056170225143433,0.48706674575805664,0.1939387321472168,0.337816059589386,True,0.2021198272705078,0.20873095095157623,0.038504209369421005,0.7158176302909851,0.6773134469985962,12.530323028564453,0.15326522290706635,0.7111855745315552,0.12458030879497528,0.520884096622467,0.9716349244117737
d2p1-train-md3005-1-000518-clean,,train,md3005,A,517,518,clean,Clean,0.0,right,d2p1-train-md3005-A-00035,True,0.7470659613609314,200.28346252441406,0.7470659613609314,0.01173087116330862,0.05148354172706604,0.5055932402610779,0.6954880356788635,0.49109214544296265,0.49703359603881836,0.20057299733161926,0.3108920156955719,True,0.19759920239448547,0.21800082921981812,0.04351245239377022,0.7470659613609314,0.7035534977912903,12.566764831542969,0.12425846606492996,0.6914482712745667,0.1277807503938675,0.42037734389305115,0.9425535202026367
d2p1-train-md3005-1-000545-clean,,train,md3005,A,544,545,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00036,True,0.7250652313232422,187.6426544189453,0.7250652313232422,0.011688316240906715,0.05163947120308876,0.43483564257621765,0.6861545443534851,0.48805806040763855,0.4927998483181,0.18361259996891022,0.34798887372016907,True,0.21076050400733948,0.20803651213645935,0.043727144598960876,0.7250652313232422,0.6813380718231201,12.562784194946289,0.09367313981056213,0.6907538175582886,0.09360469877719879,0.5252584218978882,0.8810858130455017
d2p1-train-md3005-1-000585-clean,,train,md3005,A,584,585,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00037,True,0.5244855284690857,96.30550384521484,0.5244855284690857,0.015197550877928734,0.051257625222206116,0.034338027238845825,0.7296589016914368,0.4882464110851288,0.5320057272911072,0.1765819489955902,0.3605925738811493,True,0.24225038290023804,0.16459156572818756,0.094394251704216,0.5244855284690857,0.4300912618637085,12.49282169342041,0.1475173830986023,0.7476533055305481,0.11792737245559692,0.49384674429893494,0.9157061576843262
d2p1-train-md3005-1-000595-clean,,train,md3005,A,594,595,clean,Clean,0.0,right,d2p1-train-md3005-A-00038,True,0.707247793674469,157.5146942138672,0.707247793674469,0.01602178066968918,0.05404777079820633,0.377734512090683,0.7454822063446045,0.5103868842124939,0.49565064907073975,0.2004396766424179,0.3427652418613434,True,0.24681660532951355,0.1864292174577713,0.11189676821231842,0.707247793674469,0.5953510403633118,12.566301345825195,0.11009526252746582,0.7216674089431763,0.10488800704479218,0.5063833594322205,0.9319964051246643
d2p1-train-md3005-1-000604-clean,,train,md3005,A,603,604,clean,Clean,0.0,top,d2p1-train-md3005-A-00039,True,0.5424327850341797,75.18875122070312,0.5424327850341797,0.023883584886789322,0.05784592404961586,0.15448805689811707,0.7789661884307861,0.47953441739082336,0.5094935894012451,0.20671017467975616,0.349232017993927,True,0.2941908538341522,0.1137189120054245,0.18485625088214874,0.5424327850341797,0.35757654905319214,12.500041961669922,0.10828474164009094,0.7606936097145081,0.0909462720155716,0.5389232635498047,0.870848536491394
d2p1-train-md3005-1-000674-clean,,train,md3005,A,673,674,clean,Clean,0.0,left,d2p1-train-md3005-A-00040,True,0.7260625958442688,187.4538116455078,0.7260625958442688,0.011951128952205181,0.051681868731975555,0.4460071325302124,0.688850462436676,0.5009133815765381,0.4886670410633087,0.19778917729854584,0.3290060758590698,True,0.21419629454612732,0.20436669886112213,0.07365347445011139,0.7260625958442688,0.6524091362953186,12.56171989440918,0.1224687471985817,0.7086555361747742,0.10157173126935959,0.5116900205612183,0.9182892441749573
d2p1-train-md3005-1-000683-clean,,train,md3005,A,682,683,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00041,True,0.6729140877723694,163.47152709960938,0.6729140877723694,0.012476420029997826,0.05114659294486046,0.32158297300338745,0.7044645547866821,0.5141152739524841,0.4878683388233185,0.1878460943698883,0.3416752219200134,True,0.2195182740688324,0.1957663744688034,0.04980603978037834,0.6729140877723694,0.6231080293655396,12.587149620056152,0.10136399418115616,0.737732470035553,0.11431799829006195,0.4716416597366333,0.8979367613792419
d2p1-train-md3005-1-000693-clean,,train,md3005,A,692,693,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00042,True,0.5749426484107971,104.446044921875,0.5749426484107971,0.01719823107123375,0.05358561873435974,0.21532127261161804,0.7454364895820618,0.48932868242263794,0.5064808130264282,0.20849202573299408,0.3784569501876831,True,0.2809998393058777,0.1290612667798996,0.15227803587913513,0.5749426484107971,0.422664612531662,12.596570014953613,0.09761939942836761,0.7231714129447937,0.11469448357820511,0.5159761905670166,0.9153322577476501
d2p1-train-md3005-1-000702-clean,,train,md3005,A,701,702,clean,Clean,0.0,right,d2p1-train-md3005-A-00043,True,0.6645879149436951,154.36099243164062,0.6645879149436951,0.012948079034686089,0.05191706120967865,0.31274497509002686,0.7007556557655334,0.49914711713790894,0.48596709966659546,0.180451437830925,0.4102214276790619,True,0.23480209708213806,0.1849493384361267,0.05953063815832138,0.6645879149436951,0.6050572991371155,12.576591491699219,0.17124710977077484,0.6918169260025024,0.12340249121189117,0.510990560054779,0.9409181475639343
d2p1-train-md3005-1-000711-clean,,train,md3005,A,710,711,clean,Clean,0.0,top,d2p1-train-md3005-A-00044,True,0.6523324847221375,141.64356994628906,0.6523324847221375,0.013240537606179714,0.05320413038134575,0.32291722297668457,0.6814595460891724,0.5048696994781494,0.5119232535362244,0.19373196363449097,0.3786275386810303,True,0.25567561388015747,0.168919175863266,0.0862974151968956,0.6523324847221375,0.5660350918769836,12.570587158203125,0.09933900088071823,0.7767098546028137,0.0956774353981018,0.5875154137611389,0.9506745338439941
d2p1-train-md3005-1-000721-clean,,train,md3005,A,720,721,clean,Clean,0.0,top,d2p1-train-md3005-A-00045,True,0.6435065865516663,154.30496215820312,0.6435065865516663,0.011058883741497993,0.05062321946024895,0.28565558791160583,0.6481521129608154,0.5112996697425842,0.5172930359840393,0.19919879734516144,0.3483913838863373,True,0.22545571625232697,0.18385498225688934,0.05157816410064697,0.6435065865516663,0.5919284224510193,12.576164245605469,0.14806023240089417,0.722980797290802,0.11837153881788254,0.543400228023529,0.955665111541748
d2p1-train-md3005-1-000730-clean,,train,md3005,A,729,730,clean,Clean,0.0,left,d2p1-train-md3005-A-00046,True,0.5738336443901062,122.29276275634766,0.5738336443901062,0.01051410473883152,0.05082513391971588,0.14258909225463867,0.6140387058258057,0.4874851405620575,0.47423386573791504,0.18386641144752502,0.3670254051685333,True,0.2290506809949875,0.1810351461172104,0.04402944818139076,0.5738336443901062,0.5298041701316833,12.566913604736328,0.15286608040332794,0.6423982381820679,0.14619603753089905,0.33658716082572937,0.9686983823776245
d2p1-train-md3005-1-000740-clean,,train,md3005,A,739,740,clean,Clean,0.0,top,d2p1-train-md3005-A-00047,True,0.7547371983528137,201.5245361328125,0.7547371983528137,0.010112152434885502,0.05220721289515495,0.5427844524383545,0.6359030604362488,0.49525782465934753,0.4959854483604431,0.1886039674282074,0.35842111706733704,True,0.20572301745414734,0.21706902980804443,0.04831288009881973,0.7547371983528137,0.7064242959022522,12.599311828613281,0.09769570827484131,0.6658847332000732,0.14366234838962555,0.38673093914985657,0.8884013891220093
d2p1-train-md3005-1-000749-clean,,train,md3005,A,748,749,clean,Clean,0.0,left,d2p1-train-md3005-A-00048,True,0.7310579419136047,193.00021362304688,0.7310579419136047,0.010715683922171593,0.05153334140777588,0.45491015911102295,0.6498273611068726,0.5021010637283325,0.5106226801872253,0.18593035638332367,0.3420792818069458,True,0.21014636754989624,0.20663359761238098,0.07273650169372559,0.7310579419136047,0.6583214402198792,12.55090045928955,0.09943930804729462,0.7138605713844299,0.1271675080060959,0.42840954661369324,0.887091338634491
d2p1-train-md3005-1-000759-clean,,train,md3005,A,758,759,clean,Clean,0.0,bottom,d2p1-train-md3005-A-00049,True,0.7002825736999512,162.701904296875,0.7002825736999512,0.012908929958939552,0.05337728559970856,0.42207106947898865,0.664524495601654,0.4893849194049835,0.5101059079170227,0.18601791560649872,0.34549668431282043,True,0.24076183140277863,0.184342622756958,0.1085507795214653,0.7002825736999512,0.5917317867279053,12.596811294555664,0.11459597945213318,0.6689334511756897,0.13814136385917664,0.39000391960144043,0.9408775568008423
d2p1-train-md3005-1-000768-clean,,train,md3005,A,767,768,clean,Clean,0.0,right,d2p1-train-md3005-A-00050,True,0.7544295787811279,187.01812744140625,0.7544295787811279,0.011797191575169563,0.05390474200248718,0.522470623254776,0.6526477336883545,0.4972074627876282,0.5005941987037659,0.18858128786087036,0.35696032643318176,True,0.2304276078939438,0.20455650985240936,0.07412548363208771,0.7544295787811279,0.6803041100502014,12.502941131591797,0.15806981921195984,0.7262963056564331,0.0984618067741394,0.4850533902645111,0.9296820759773254
