sample_id,split,target_id,view,template_frame_id,search_frame_id,group,pair_id,balanced_primary,max_score,apce,score_map_max,score_map_mean,score_map_std,score_top1_top2_gap,score_entropy,pred_bbox_x,pred_bbox_y,pred_bbox_w,pred_bbox_h,prompt_valid,prompt_topk_score_mean,prompt_topk_score_std,prompt_topk_score_min,prompt_topk_score_max,prompt_top1_top8_gap,prompt_norm_mean,prompt_norm_std,prompt_pairwise_cos_mean,prompt_pairwise_cos_std,prompt_pairwise_cos_min,prompt_pairwise_cos_max
d2p1-train-md3005-1-000071-synthetic,train,md3005,A,70,71,synthetic,d2p1-train-md3005-A-00007,True,0.42687928676605225,117.39645385742188,0.42687928676605225,0.011111908592283726,0.03781834989786148,0.12005454301834106,0.7198432683944702,0.4844914674758911,0.7532082200050354,0.1978117972612381,0.30820077657699585,True,0.18391704559326172,0.11366549879312515,0.08463256061077118,0.42687928676605225,0.3422467112541199,12.559264183044434,0.10300911962985992,0.6918861269950867,0.12635549902915955,0.38095417618751526,0.8782476782798767
d2p1-train-md3005-1-000081-clean,train,md3005,A,80,81,clean,d2p1-train-md3005-A-00008,True,0.7141407132148743,183.31271362304688,0.7141407132148743,0.011259561404585838,0.051544055342674255,0.470215380191803,0.662618100643158,0.4977528750896454,0.49771687388420105,0.18588104844093323,0.3614158034324646,True,0.2177083045244217,0.19986307621002197,0.0615411214530468,0.7141407132148743,0.652599573135376,12.531011581420898,0.10382096469402313,0.7154791951179504,0.15405088663101196,0.3721240758895874,0.9101110100746155
d2p1-train-md3005-1-000081-synthetic,train,md3005,A,80,81,synthetic,d2p1-train-md3005-A-00008,True,0.472126305103302,86.89761352539062,0.472126305103302,0.015576634556055069,0.04821309447288513,0.11337372660636902,0.727799117565155,0.46638697385787964,0.7309690117835999,0.17779509723186493,0.2874322831630707,True,0.25033676624298096,0.11102060228586197,0.11883973330259323,0.472126305103302,0.3532865643501282,12.5458345413208,0.1210734024643898,0.6356464624404907,0.17313262820243835,0.3386383056640625,0.9060410857200623
d2p1-train-md3005-1-000090-clean,train,md3005,A,89,90,clean,d2p1-train-md3005-A-00009,True,0.7142369151115417,183.92520141601562,0.7142369151115417,0.010427788831293583,0.05163474380970001,0.43682926893234253,0.6302691698074341,0.4965633749961853,0.4888666570186615,0.192605659365654,0.3433936834335327,True,0.21738117933273315,0.2009991854429245,0.05599946528673172,0.7142369151115417,0.6582374572753906,12.567489624023438,0.09581466764211655,0.7262154221534729,0.13544055819511414,0.48313573002815247,0.9395328164100647
d2p1-train-md3005-1-000090-synthetic,train,md3005,A,89,90,synthetic,d2p1-train-md3005-A-00009,True,0.5791658759117126,137.77691650390625,0.5791658759117126,0.010823898017406464,0.048153478652238846,0.19023582339286804,0.6556127071380615,0.4293142557144165,0.7254090309143066,0.1782352477312088,0.2678122818470001,True,0.2095014601945877,0.1797298789024353,0.044555120170116425,0.5791658759117126,0.5346107482910156,12.522876739501953,0.15778425335884094,0.6468924283981323,0.14677301049232483,0.3339347243309021,0.9299063682556152
d2p1-train-md3005-1-000100-clean,train,md3005,A,99,100,clean,d2p1-train-md3005-A-00010,True,0.6951617002487183,180.68101501464844,0.6951617002487183,0.010018774308264256,0.0507487989962101,0.3786109685897827,0.6205187439918518,0.49446067214012146,0.4849334955215454,0.1949184387922287,0.32353442907333374,True,0.21243558824062347,0.19875147938728333,0.06365349143743515,0.6951617002487183,0.6315082311630249,12.566970825195312,0.0901646539568901,0.6729572415351868,0.14868126809597015,0.4390319585800171,0.9185954928398132
d2p1-train-md3005-1-000100-synthetic,train,md3005,A,99,100,synthetic,d2p1-train-md3005-A-00010,True,0.5473210215568542,131.6002197265625,0.5473210215568542,0.011917036026716232,0.04621478170156479,0.15124493837356567,0.7037384510040283,0.4404008090496063,0.7085838913917542,0.17707300186157227,0.23968163132667542,True,0.2086922526359558,0.1646619588136673,0.04736693575978279,0.5473210215568542,0.49995407462120056,12.524764060974121,0.17722921073436737,0.5922233462333679,0.16473673284053802,0.23783236742019653,0.9128280282020569
d2p1-train-md3005-1-000109-clean,train,md3005,A,108,109,clean,d2p1-train-md3005-A-00011,True,0.7282825112342834,192.6778106689453,0.7282825112342834,0.010841161012649536,0.05134803056716919,0.49286793172359467,0.6539103388786316,0.4983348548412323,0.5023956298828125,0.19097013771533966,0.32430461049079895,True,0.2105468064546585,0.2051272690296173,0.049853820353746414,0.7282825112342834,0.6784287095069885,12.509085655212402,0.11888723075389862,0.6711519956588745,0.1490466147661209,0.36349785327911377,0.9039818048477173
d2p1-train-md3005-1-000109-synthetic,train,md3005,A,108,109,synthetic,d2p1-train-md3005-A-00011,True,0.32722440361976624,71.04552459716797,0.32722440361976624,0.01228913851082325,0.03684613108634949,0.06451582908630371,0.7410967946052551,0.45951709151268005,0.7122542858123779,0.1830807328224182,0.2627338171005249,True,0.20101624727249146,0.06795042753219604,0.11929596960544586,0.32722440361976624,0.20792843401432037,12.51608657836914,0.1336987018585205,0.680437445640564,0.13760137557983398,0.3203434646129608,0.912350058555603
d2p1-train-md3005-1-000119-clean,train,md3005,A,118,119,clean,d2p1-train-md3005-A-00012,True,0.6582528352737427,161.86717224121094,0.6582528352737427,0.011745276860892773,0.0504026859998703,0.3006148934364319,0.6733142137527466,0.4959685206413269,0.5066413283348083,0.1890476942062378,0.3068973124027252,True,0.22177544236183167,0.18521736562252045,0.07262646406888962,0.6582528352737427,0.5856263637542725,12.544523239135742,0.0908917784690857,0.6525274515151978,0.15283626317977905,0.3758145272731781,0.9201448559761047
d2p1-train-md3005-1-000119-synthetic,train,md3005,A,118,119,synthetic,d2p1-train-md3005-A-00012,True,0.5735985636711121,125.62627410888672,0.5735985636711121,0.015079722739756107,0.048925306648015976,0.3137839138507843,0.7297942638397217,0.43956682085990906,0.6924906373023987,0.17550529539585114,0.21328480541706085,True,0.24608337879180908,0.1328345239162445,0.11003951728343964,0.5735985636711121,0.46355903148651123,12.56838607788086,0.09906367212533951,0.7165125608444214,0.08886156231164932,0.5166111588478088,0.9013777375221252
d2p1-train-md3005-1-000128-clean,train,md3005,A,127,128,clean,d2p1-train-md3005-A-00013,True,0.7407130002975464,200.40773010253906,0.7407130002975464,0.009742297232151031,0.05141959339380264,0.4682028293609619,0.6305530667304993,0.5035954117774963,0.5071347951889038,0.20165497064590454,0.32876473665237427,True,0.19842326641082764,0.21746158599853516,0.03298524022102356,0.7407130002975464,0.7077277898788452,12.57340145111084,0.08940872550010681,0.7013307809829712,0.11361850053071976,0.43305835127830505,0.8872037529945374
d2p1-train-md3005-1-000128-synthetic,train,md3005,A,127,128,synthetic,d2p1-train-md3005-A-00013,True,0.20044054090976715,58.28934860229492,0.20044054090976715,0.010985981673002243,0.02387584187090397,0.01164264976978302,0.8086045980453491,0.7140241265296936,0.6191931366920471,0.19784314930438995,0.2878631055355072,True,0.11992301791906357,0.05027030035853386,0.06443215161561966,0.20044054090976715,0.1360083818435669,12.433813095092773,0.1393006294965744,0.766520082950592,0.10147406905889511,0.5411800146102905,0.9216432571411133
d2p1-train-md3005-1-000138-clean,train,md3005,A,137,138,clean,d2p1-train-md3005-A-00014,True,0.6976242661476135,180.13427734375,0.6976242661476135,0.010106861591339111,0.05099841579794884,0.4072940945625305,0.6174511909484863,0.48886993527412415,0.4925752580165863,0.20643429458141327,0.3114866316318512,True,0.21600818634033203,0.19698457419872284,0.03724675625562668,0.6976242661476135,0.6603775024414062,12.528034210205078,0.1101158857345581,0.7105370163917542,0.1296050101518631,0.37600040435791016,0.8981342315673828
d2p1-train-md3005-1-000138-synthetic,train,md3005,A,137,138,synthetic,d2p1-train-md3005-A-00014,True,0.4302900731563568,115.34635925292969,0.4302900731563568,0.014452982693910599,0.03739515319466591,0.14619305729866028,0.7888771891593933,0.143009215593338,0.1447700560092926,0.18073920905590057,0.26652178168296814,True,0.1758570373058319,0.1128448024392128,0.09431736171245575,0.4302900731563568,0.33597272634506226,12.45024299621582,0.1540168672800064,0.7436665892601013,0.15538978576660156,0.4069543778896332,0.9408354163169861
d2p1-train-md3005-1-000147-clean,train,md3005,A,146,147,clean,d2p1-train-md3005-A-00015,True,0.7095161080360413,183.17971801757812,0.7095161080360413,0.010806921869516373,0.05131051689386368,0.4305818974971771,0.65088951587677,0.4982037842273712,0.5070376396179199,0.19155746698379517,0.3422025442123413,True,0.21633395552635193,0.19977563619613647,0.051079072058200836,0.7095161080360413,0.6584370136260986,12.559587478637695,0.10531335324048996,0.6890920996665955,0.15905609726905823,0.34077468514442444,0.893126904964447
d2p1-train-md3005-1-000147-synthetic,train,md3005,A,146,147,synthetic,d2p1-train-md3005-A-00015,True,0.43049418926239014,92.4249038696289,0.43049418926239014,0.015384117141366005,0.04207848012447357,0.11434987187385559,0.7654325366020203,0.15444879233837128,0.18380488455295563,0.1905999779701233,0.25923392176628113,True,0.20973844826221466,0.10553951561450958,0.11493688821792603,0.43049418926239014,0.3155573010444641,12.462821960449219,0.19246511161327362,0.7461151480674744,0.09344609826803207,0.5863819718360901,0.9588878750801086
d2p1-train-md3005-1-000157-clean,train,md3005,A,156,157,clean,d2p1-train-md3005-A-00016,True,0.7534176707267761,204.32859802246094,0.7534176707267761,0.009194974787533283,0.05190952867269516,0.5097114443778992,0.5964096784591675,0.4986201822757721,0.49102914333343506,0.21264000236988068,0.3132767379283905,True,0.20043084025382996,0.21903815865516663,0.04016149789094925,0.7534176707267761,0.7132561802864075,12.562923431396484,0.06682839244604111,0.6799010038375854,0.17594271898269653,0.3120841085910797,0.9018563032150269
d2p1-train-md3005-1-000157-synthetic,train,md3005,A,156,157,synthetic,d2p1-train-md3005-A-00016,True,0.42430445551872253,115.53771209716797,0.42430445551872253,0.013389553874731064,0.03716009855270386,0.21144956350326538,0.7631430625915527,0.14247004687786102,0.14060142636299133,0.18510526418685913,0.24846357107162476,True,0.17945225536823273,0.10327140986919403,0.0779384970664978,0.42430445551872253,0.34636595845222473,12.42966365814209,0.18482205271720886,0.777456521987915,0.126884326338768,0.5324580669403076,0.9771416187286377
d2p1-train-md3005-1-000314-clean,train,md3005,A,165,314,clean,d2p1-train-md3005-A-00017,True,0.5881348848342896,120.83583068847656,0.5881348848342896,0.014609789475798607,0.05148850008845329,0.20240125060081482,0.7283234596252441,0.48792052268981934,0.48475736379623413,0.18700407445430756,0.3315965533256531,True,0.24476684629917145,0.1678558588027954,0.07846745103597641,0.5881348848342896,0.5096674561500549,12.580194473266602,0.16300341486930847,0.6674948930740356,0.15634997189044952,0.2846190631389618,0.9137274026870728
d2p1-train-md3005-1-000314-synthetic,train,md3005,A,165,314,synthetic,d2p1-train-md3005-A-00017,True,0.3550705015659332,95.62309265136719,0.3550705015659332,0.01650920882821083,0.03237968310713768,0.15705044567584991,0.8433048725128174,0.6782994270324707,0.6262742280960083,0.1878405511379242,0.2406432181596756,True,0.15826451778411865,0.08311744034290314,0.09079848974943161,0.3550705015659332,0.264272004365921,12.519145011901855,0.15564283728599548,0.7954424619674683,0.0862637311220169,0.5951856374740601,0.9393252730369568
d2p1-train-md3005-1-000324-clean,train,md3005,A,323,324,clean,d2p1-train-md3005-A-00018,True,0.5974252223968506,121.86605072021484,0.5974252223968506,0.013639995828270912,0.05238742008805275,0.17927411198616028,0.6926249265670776,0.48869091272354126,0.5186769366264343,0.1842081993818283,0.3228487968444824,True,0.2443932294845581,0.17477796971797943,0.07026142627000809,0.5974252223968506,0.5271638035774231,12.466681480407715,0.19672684371471405,0.6984941363334656,0.1929975301027298,0.360464870929718,0.991429328918457
d2p1-train-md3005-1-000324-synthetic,train,md3005,A,323,324,synthetic,d2p1-train-md3005-A-00018,True,0.23894326388835907,31.004234313964844,0.23894326388835907,0.025663789361715317,0.034444570541381836,0.010003909468650818,0.8777412176132202,0.6670228838920593,0.6537337303161621,0.24168625473976135,0.23260287940502167,True,0.16811490058898926,0.044885359704494476,0.10282111167907715,0.23894326388835907,0.13612215220928192,12.39791488647461,0.14265482127666473,0.8206295371055603,0.06659936904907227,0.6555035710334778,0.937547504901886
d2p1-train-md3005-1-000333-clean,train,md3005,A,332,333,clean,d2p1-train-md3005-A-00019,True,0.6825123429298401,169.11322021484375,0.6825123429298401,0.011346844956278801,0.05125617980957031,0.3928242027759552,0.6584146022796631,0.49166685342788696,0.4980553388595581,0.18112561106681824,0.35768696665763855,True,0.2245323359966278,0.19045116007328033,0.04811856523156166,0.6825123429298401,0.6343937516212463,12.552072525024414,0.1731252819299698,0.7044991850852966,0.1503472924232483,0.3177191913127899,0.9377880692481995
d2p1-train-md3005-1-000333-synthetic,train,md3005,A,332,333,synthetic,d2p1-train-md3005-A-00019,True,0.246026873588562,57.24155807495117,0.246026873588562,0.017489630728960037,0.027462085708975792,0.07109946012496948,0.8642934560775757,0.7920219898223877,0.7545351982116699,0.2055487334728241,0.2769896984100342,True,0.13888034224510193,0.04684677720069885,0.09972283244132996,0.246026873588562,0.14630404114723206,12.367462158203125,0.1636892706155777,0.811594545841217,0.0880260244011879,0.6353569626808167,0.9609038233757019
d2p1-train-md3005-1-000342-clean,train,md3005,A,341,342,clean,d2p1-train-md3005-A-00020,True,0.6592061519622803,157.8150634765625,0.6592061519622803,0.011339778080582619,0.051248207688331604,0.296931654214859,0.6540819406509399,0.4838813543319702,0.5020784735679626,0.1883545219898224,0.3510645031929016,True,0.22821706533432007,0.18636003136634827,0.046225011348724365,0.6592061519622803,0.6129811406135559,12.571532249450684,0.1462372988462448,0.7373250126838684,0.1309841424226761,0.49362418055534363,0.9774989485740662
d2p1-train-md3005-1-000342-synthetic,train,md3005,A,341,342,synthetic,d2p1-train-md3005-A-00020,True,0.33447954058647156,58.52731704711914,0.33447954058647156,0.02272593230009079,0.037395745515823364,0.09877844154834747,0.8543274402618408,0.6936466693878174,0.7673895359039307,0.15799957513809204,0.245647594332695,True,0.1887451857328415,0.06551890820264816,0.12431825697422028,0.33447954058647156,0.21016128361225128,12.295891761779785,0.18005520105361938,0.8431791663169861,0.10910490900278091,0.6388561129570007,0.980124831199646
d2p1-train-md3005-1-000352-clean,train,md3005,A,351,352,clean,d2p1-train-md3005-A-00021,True,0.7546451091766357,199.99497985839844,0.7546451091766357,0.011110276915133,0.052206579595804214,0.5248661190271378,0.6764821410179138,0.5030636191368103,0.505912184715271,0.18996275961399078,0.3401106297969818,True,0.2070622742176056,0.21629369258880615,0.04941767081618309,0.7546451091766357,0.7052274346351624,12.575794219970703,0.17441952228546143,0.7002203464508057,0.13966037333011627,0.43686163425445557,0.9541104435920715
d2p1-train-md3005-1-000352-synthetic,train,md3005,A,351,352,synthetic,d2p1-train-md3005-A-00021,True,0.36781972646713257,94.93578338623047,0.36781972646713257,0.01828121393918991,0.033071763813495636,0.10941654443740845,0.866491436958313,0.2956676781177521,0.5767562389373779,0.1762746125459671,0.2979021668434143,True,0.1557995080947876,0.10472673177719116,0.06025957316160202,0.36781972646713257,0.30756014585494995,12.382427215576172,0.11638323217630386,0.8073508739471436,0.07178282737731934,0.6667281985282898,0.9310470223426819
d2p1-train-md3005-1-000361-clean,train,md3005,A,360,361,clean,d2p1-train-md3005-A-00022,True,0.7481961846351624,190.94851684570312,0.7481961846351624,0.013058618642389774,0.052563752979040146,0.5170339941978455,0.7269973158836365,0.4984317719936371,0.5026052594184875,0.1951778680086136,0.3317295014858246,True,0.21578186750411987,0.21148085594177246,0.06012122705578804,0.7481961846351624,0.6880749464035034,12.582403182983398,0.11711346358060837,0.7033860683441162,0.11784809082746506,0.5177334547042847,0.9504850506782532
d2p1-train-md3005-1-000361-synthetic,train,md3005,A,360,361,synthetic,d2p1-train-md3005-A-00022,True,0.5113365054130554,106.69078063964844,0.5113365054130554,0.014985146000981331,0.047203224152326584,0.13170623779296875,0.767339289188385,0.81805419921875,0.15947170555591583,0.20969660580158234,0.31827154755592346,True,0.23204049468040466,0.14591267704963684,0.05620364472270012,0.5113365054130554,0.4551328718662262,12.530503273010254,0.057225849479436874,0.7750638127326965,0.08848873525857925,0.5968464612960815,0.9060183763504028
d2p1-train-md3005-1-000371-clean,train,md3005,A,370,371,clean,d2p1-train-md3005-A-00023,True,0.7441301941871643,187.66932678222656,0.7441301941871643,0.013444649986922741,0.05264673009514809,0.4503723084926605,0.7395814657211304,0.5058673024177551,0.5009375810623169,0.19434118270874023,0.34013721346855164,True,0.21452845633029938,0.21396484971046448,0.04850257188081741,0.7441301941871643,0.6956276297569275,12.594564437866211,0.13306763768196106,0.7098028659820557,0.11283319443464279,0.4985145628452301,0.9270600080490112
d2p1-train-md3005-1-000371-synthetic,train,md3005,A,370,371,synthetic,d2p1-train-md3005-A-00023,True,0.3868333697319031,78.79446411132812,0.3868333697319031,0.01822866126894951,0.039616648107767105,0.08618032932281494,0.8349558115005493,0.6402742266654968,0.24658124148845673,0.2202221304178238,0.40457388758659363,True,0.2050197422504425,0.09859219193458557,0.10326367616653442,0.3868333697319031,0.28356969356536865,12.463851928710938,0.08291378617286682,0.7562983632087708,0.10853482037782669,0.4343262016773224,0.8931213617324829
d2p1-train-md3005-1-000386-clean,train,md3005,A,385,386,clean,d2p1-train-md3005-A-00024,True,0.6588038206100464,146.9790802001953,0.6588038206100464,0.015024236403405666,0.05224284157156944,0.3348744213581085,0.7439234852790833,0.5023247003555298,0.49164167046546936,0.18604399263858795,0.35250943899154663,True,0.24289730191230774,0.1785150021314621,0.07826199382543564,0.6588038206100464,0.5805418491363525,12.599090576171875,0.11256195604801178,0.7157591581344604,0.1234113872051239,0.4896599352359772,0.9273117780685425
d2p1-train-md3005-1-000386-synthetic,train,md3005,A,385,386,synthetic,d2p1-train-md3005-A-00024,True,0.42909929156303406,54.04603576660156,0.42909929156303406,0.02005073055624962,0.054838038980960846,0.05707767605781555,0.7656571269035339,0.2523145079612732,0.35452529788017273,0.17971716821193695,0.34673047065734863,True,0.2957276701927185,0.09797931462526321,0.13153527677059174,0.42909929156303406,0.2975640296936035,12.526698112487793,0.10499495267868042,0.7303875684738159,0.08458646386861801,0.5836242437362671,0.8831735849380493
d2p1-train-md3005-1-000424-clean,train,md3005,A,423,424,clean,d2p1-train-md3005-A-00025,True,0.6823855042457581,177.5735321044922,0.6823855042457581,0.010565755888819695,0.050119686871767044,0.3285859227180481,0.6589628458023071,0.5131046175956726,0.5057225823402405,0.1956511288881302,0.3318859934806824,True,0.20299087464809418,0.2032642364501953,0.042622920125722885,0.6823855042457581,0.6397625803947449,12.561484336853027,0.15586529672145844,0.6407780647277832,0.16036707162857056,0.27364376187324524,0.8593202829360962
d2p1-train-md3005-1-000424-synthetic,train,md3005,A,423,424,synthetic,d2p1-train-md3005-A-00025,True,0.49210044741630554,131.056640625,0.49210044741630554,0.011540709063410759,0.041426096111536026,0.21594244241714478,0.709001362323761,0.3274233639240265,0.7640544176101685,0.1976258009672165,0.28902676701545715,True,0.1912866085767746,0.13811425864696503,0.06775891035795212,0.49210044741630554,0.4243415296077728,12.560768127441406,0.11139286309480667,0.624472975730896,0.13242724537849426,0.40306347608566284,0.8183221817016602
d2p1-train-md3005-1-000433-clean,train,md3005,A,432,433,clean,d2p1-train-md3005-A-00026,True,0.7110286355018616,193.7703094482422,0.7110286355018616,0.009527262300252914,0.05019422248005867,0.4163956940174103,0.6165245175361633,0.49969184398651123,0.5146450996398926,0.18445543944835663,0.33531177043914795,True,0.19823239743709564,0.20741313695907593,0.05616484582424164,0.7110286355018616,0.6548637747764587,12.534982681274414,0.13095110654830933,0.6684397459030151,0.1497238129377365,0.296400249004364,0.8933863639831543
