split,analysis_scope,group,feature,sample_count,finite_count,mean,std,median,p10,p25,p75,p90
train,balanced_primary,clean,prompt_pairwise_cos_min,2341,2341,0.38859145916180443,0.1144667134744328,0.39483460783958435,0.22882045805454254,0.311716765165329,0.470884770154953,0.5320707559585571
train,balanced_primary,clean,prompt_pairwise_cos_max,2341,2341,0.9386626298180099,0.03548261906589834,0.9449278116226196,0.887712299823761,0.914922297000885,0.9676703214645386,0.9797720313072205
train,balanced_primary,synthetic,max_score,2341,2341,0.36072206303488424,0.15169337556193627,0.3574239909648895,0.16295549273490906,0.24512170255184174,0.47031694650650024,0.563428521156311
train,balanced_primary,synthetic,apce,2341,2341,88.6267939206628,50.86334694428697,77.51725769042969,31.859506607055664,49.09567642211914,117.49134063720703,163.8033905029297
train,balanced_primary,synthetic,score_map_mean,2341,2341,0.016189567421593602,0.00877826373179925,0.014678522013127804,0.0065954094752669334,0.009774665348231792,0.020849935710430145,0.027395328506827354
train,balanced_primary,synthetic,score_map_std,2341,2341,0.03673137810927828,0.012605439265020273,0.03866979107260704,0.018554257228970528,0.027562163770198822,0.04721688851714134,0.051251936703920364
train,balanced_primary,synthetic,score_top1_top2_gap,2341,2341,0.11251902662214434,0.11161800010023937,0.07333230972290039,0.011064112186431885,0.030685000121593475,0.15838369727134705,0.267428994178772
train,balanced_primary,synthetic,score_entropy,2341,2341,0.7779558604851282,0.08625707072457749,0.7902198433876038,0.6578062176704407,0.7217696309089661,0.8459339737892151,0.880806565284729
train,balanced_primary,synthetic,prompt_topk_score_mean,2341,2341,0.17408145293720712,0.06389668436172359,0.17996850609779358,0.08414056897163391,0.12520237267017365,0.22277261316776276,0.2546483278274536
train,balanced_primary,synthetic,prompt_topk_score_std,2341,2341,0.08958799921667195,0.0501137825290425,0.08270562440156937,0.02909018285572529,0.049059126526117325,0.12347325682640076,0.16546516120433807
train,balanced_primary,synthetic,prompt_topk_score_min,2341,2341,0.09004439830613736,0.047486300843587466,0.08596845716238022,0.03044581413269043,0.050824493169784546,0.12423014640808105,0.1552935540676117
train,balanced_primary,synthetic,prompt_topk_score_max,2341,2341,0.36072206303488424,0.15169337556193627,0.3574239909648895,0.16295549273490906,0.24512170255184174,0.47031694650650024,0.563428521156311
train,balanced_primary,synthetic,prompt_top1_top8_gap,2341,2341,0.27067766471621524,0.15280173934815633,0.24553808569908142,0.0889771580696106,0.1483437418937683,0.37148964405059814,0.4920736849308014
train,balanced_primary,synthetic,prompt_norm_mean,2341,2341,12.383860909088408,0.11675083190068226,12.390111923217773,12.217437744140625,12.295616149902344,12.481205940246582,12.535283088684082
train,balanced_primary,synthetic,prompt_norm_std,2341,2341,0.15531794665105217,0.05872570475243377,0.1586225926876068,0.07322289049625397,0.11424825340509415,0.19876845180988312,0.22822101414203644
train,balanced_primary,synthetic,prompt_pairwise_cos_mean,2341,2341,0.7716498846480195,0.10860458754105422,0.7724470496177673,0.6306877136230469,0.6982088685035706,0.8527963161468506,0.918936014175415
train,balanced_primary,synthetic,prompt_pairwise_cos_std,2341,2341,0.12735150808686074,0.0652861163024029,0.11643879115581512,0.05208709090948105,0.07904992252588272,0.1672157347202301,0.2194206267595291
train,balanced_primary,synthetic,prompt_pairwise_cos_min,2341,2341,0.5395330339379765,0.21107142804451018,0.5505037307739258,0.2556798458099365,0.3949635624885559,0.697979748249054,0.8161850571632385
train,balanced_primary,synthetic,prompt_pairwise_cos_max,2341,2341,0.9654865819182675,0.04029093666361206,0.9833889603614807,0.9050198197364807,0.9393252730369568,0.9978585243225098,0.9991971254348755
train,balanced_primary,natural,max_score,2341,2341,0.6571074783140042,0.2159011877250578,0.6780152916908264,0.3371880054473877,0.5057445168495178,0.8550615906715393,0.9167332649230957
train,balanced_primary,natural,apce,2341,2341,162.01152328118866,81.43818955144212,177.14756774902344,48.1345100402832,86.4178237915039,244.37278747558594,253.53895568847656
train,balanced_primary,natural,score_map_mean,2341,2341,0.012666002707217733,0.008464878511363348,0.009777601808309555,0.004827708471566439,0.0057810391299426556,0.017706964164972305,0.023477433249354362
train,balanced_primary,natural,score_map_std,2341,2341,0.05115533331532424,0.006803019492902607,0.05219506844878197,0.043263278901576996,0.049330320209264755,0.055396389216184616,0.05784131586551666
train,balanced_primary,natural,score_top1_top2_gap,2341,2341,0.40399780080206965,0.3160617239998384,0.3602140545845032,0.027240216732025146,0.09002843499183655,0.7160003781318665,0.8457290679216385
train,balanced_primary,natural,score_entropy,2341,2341,0.5843331267446954,0.20978247112042828,0.6188100576400757,0.2818423807621002,0.4027537703514099,0.7567364573478699,0.8454650640487671
train,balanced_primary,natural,prompt_topk_score_mean,2341,2341,0.19251735632246958,0.05263232478343796,0.17762532830238342,0.1334385722875595,0.14764879643917084,0.23617181181907654,0.26806944608688354
train,balanced_primary,natural,prompt_topk_score_std,2341,2341,0.19415668969347735,0.08348555532579502,0.20231588184833527,0.06570260226726532,0.13317996263504028,0.2687820792198181,0.2946397066116333
train,balanced_primary,natural,prompt_topk_score_min,2341,2341,0.06198371866240935,0.05642011187846808,0.04169594869017601,0.0060918983072042465,0.012801549397408962,0.10521746426820755,0.14783722162246704
train,balanced_primary,natural,prompt_topk_score_max,2341,2341,0.6571074783140042,0.2159011877250578,0.6780152916908264,0.3371880054473877,0.5057445168495178,0.8550615906715393,0.9167332649230957
train,balanced_primary,natural,prompt_top1_top8_gap,2341,2341,0.595123759692472,0.2636627151493194,0.6275122165679932,0.1952855885028839,0.39330703020095825,0.8424490094184875,0.9092423319816589
train,balanced_primary,natural,prompt_norm_mean,2341,2341,12.515159224404682,0.10916414338050803,12.533482551574707,12.363592147827148,12.4613037109375,12.592571258544922,12.638858795166016
train,balanced_primary,natural,prompt_norm_std,2341,2341,0.1422184898435675,0.05423814705381943,0.1368934065103531,0.07709202915430069,0.09938674420118332,0.17968817055225372,0.21730852127075195
train,balanced_primary,natural,prompt_pairwise_cos_mean,2341,2341,0.69223789560749,0.08392191758046995,0.6881173849105835,0.587099015712738,0.633488655090332,0.7373207807540894,0.8112125992774963
train,balanced_primary,natural,prompt_pairwise_cos_std,2341,2341,0.1390252369696681,0.04594319010745305,0.13787023723125458,0.07973209023475647,0.10958178341388702,0.16649004817008972,0.1972641795873642
train,balanced_primary,natural,prompt_pairwise_cos_min,2341,2341,0.4302304798071995,0.14843431149524,0.4168257415294647,0.24968603253364563,0.3391699492931366,0.5102068185806274,0.6383243203163147
train,balanced_primary,natural,prompt_pairwise_cos_max,2341,2341,0.9331113834861811,0.04153062759449377,0.9389689564704895,0.8767619132995605,0.9060170650482178,0.9665970802307129,0.9823933839797974
train,natural_raw,natural,max_score,4593,4593,0.640484052832911,0.21967470929026311,0.6598633527755737,0.32460852861404427,0.4741528034210205,0.8483438491821289,0.9109060049057007
train,natural_raw,natural,apce,4593,4593,154.8005576156568,84.22032365905228,166.01025390625,38.55629196166992,72.65814208984375,242.94264221191406,252.71941528320312
train,natural_raw,natural,score_map_mean,4593,4593,0.014337379817100437,0.00979592082455643,0.011287439614534378,0.004920799657702446,0.005946938414126635,0.020706428214907646,0.028498094156384476
train,natural_raw,natural,score_map_std,4593,4593,0.05101866078587975,0.00650089393065473,0.052012234926223755,0.04303313344717026,0.04887714982032776,0.055279213935136795,0.05761045515537262
train,natural_raw,natural,score_top1_top2_gap,4593,4593,0.38618636383309446,0.3133852345382139,0.32424598932266235,0.023354732990264894,0.07940211892127991,0.6978734731674194,0.8346014872193337
train,natural_raw,natural,score_entropy,4593,4593,0.6099184176600916,0.2146406258044391,0.664549708366394,0.2922317385673523,0.4196386933326721,0.7989318370819092,0.8613484025001527
train,natural_raw,natural,prompt_topk_score_mean,4593,4593,0.19516640659214857,0.051177285833315815,0.18532149493694305,0.13621275126934052,0.14996695518493652,0.2374839186668396,0.26798782348632816
train,natural_raw,natural,prompt_topk_score_std,4593,4593,0.18618779426556986,0.08618625897942603,0.1963275521993637,0.05726801529526711,0.11574496328830719,0.26545798778533936,0.2922305822372437
train,natural_raw,natural,prompt_topk_score_min,4593,4593,0.06900305236901033,0.06056915129649849,0.05101781710982323,0.006609153002500534,0.013611717149615288,0.11895111948251724,0.15828334391117097
train,natural_raw,natural,prompt_topk_score_max,4593,4593,0.640484052832911,0.21967470929026311,0.6598633527755737,0.32460852861404427,0.4741528034210205,0.8483438491821289,0.9109060049057007
train,natural_raw,natural,prompt_top1_top8_gap,4593,4593,0.5714810004949752,0.2719941085337908,0.6029719114303589,0.17285526990890504,0.3426986038684845,0.8332824110984802,0.9031399130821228
train,natural_raw,natural,prompt_norm_mean,4593,4593,12.490518961548675,0.11960747543173354,12.506898880004883,12.321979522705078,12.41525936126709,12.573746681213379,12.632772064208984
train,natural_raw,natural,prompt_norm_std,4593,4593,0.15689664814806137,0.05486974767350965,0.1553974449634552,0.08434237986803055,0.11671248823404312,0.19542670249938965,0.22986913919448856
train,natural_raw,natural,prompt_pairwise_cos_mean,4593,4593,0.6955026165607991,0.0824856190661915,0.6887821555137634,0.5944180250167846,0.6391627192497253,0.7416290044784546,0.8110471844673157
train,natural_raw,natural,prompt_pairwise_cos_std,4593,4593,0.14036738307012706,0.04721797488796468,0.13846437633037567,0.08024035543203353,0.1092393696308136,0.1686125099658966,0.20003796219825745
train,natural_raw,natural,prompt_pairwise_cos_min,4593,4593,0.43163822987436234,0.15076568536039422,0.42127296328544617,0.2459291100502014,0.3353375494480133,0.5183821320533752,0.636152458190918
train,natural_raw,natural,prompt_pairwise_cos_max,4593,4593,0.9361005734312439,0.04116372134830743,0.9435619115829468,0.8797353267669678,0.9096102714538574,0.9685200452804565,0.9838092446327209
val,balanced_primary,clean,max_score,599,599,0.8001084360037503,0.09341208448855191,0.8017899394035339,0.6828666806221009,0.7460170686244965,0.8510408103466034,0.9398972868919373
val,balanced_primary,clean,apce,599,599,217.70510250339922,31.936341003401317,224.39739990234375,178.06371154785157,202.39930725097656,239.30377197265625,255.02353515625
val,balanced_primary,clean,score_map_mean,599,599,0.008038435197390231,0.0020036091858544602,0.008176697418093681,0.004851966816931963,0.007040636381134391,0.00917922891676426,0.010231995582580566
val,balanced_primary,clean,score_map_std,599,599,0.05361550610406769,0.002838266565494953,0.052937671542167664,0.050535493344068524,0.051830995827913284,0.05465419590473175,0.058663831651210786
val,balanced_primary,clean,score_top1_top2_gap,599,599,0.5957651706777811,0.2035829470453703,0.603325143456459,0.3344027817249298,0.4750434383749962,0.7046272456645966,0.9029466785490513
val,balanced_primary,clean,score_entropy,599,599,0.5277664008144545,0.1264136919975644,0.5646107792854309,0.28947538137435913,0.505750298500061,0.6062675714492798,0.6414952874183655
val,balanced_primary,clean,prompt_topk_score_mean,599,599,0.17715673143656704,0.026116260330773834,0.18020358681678772,0.1330295830965042,0.16556214541196823,0.19380038976669312,0.2087519109249115
val,balanced_primary,clean,prompt_topk_score_std,599,599,0.24596864323385173,0.03496305900665504,0.24109572172164917,0.20546019077301025,0.2223171964287758,0.2620139569044113,0.3054144263267517
val,balanced_primary,clean,prompt_topk_score_min,599,599,0.02664142940795898,0.015745655178388402,0.025280939415097237,0.006529199704527855,0.018267327919602394,0.03430074639618397,0.043384198844432835
val,balanced_primary,clean,prompt_topk_score_max,599,599,0.8001084360037503,0.09341208448855191,0.8017899394035339,0.6828666806221009,0.7460170686244965,0.8510408103466034,0.9398972868919373
val,balanced_primary,clean,prompt_top1_top8_gap,599,599,0.7734670060902884,0.10618534530470135,0.7726107835769653,0.6480774641036987,0.711584061384201,0.8298116326332092,0.9345110535621644
val,balanced_primary,clean,prompt_norm_mean,599,599,12.596638878518233,0.05018044577993191,12.597272872924805,12.535740661621094,12.567646026611328,12.628038883209229,12.659672164916993
val,balanced_primary,clean,prompt_norm_std,599,599,0.13518216886646262,0.0432976750254983,0.1289375275373459,0.08571329563856125,0.10478831827640533,0.16024570167064667,0.19402149319648743
val,balanced_primary,clean,prompt_pairwise_cos_mean,599,599,0.6547736763357122,0.05572820707358222,0.6630401611328125,0.5795311212539673,0.6230736374855042,0.6935499906539917,0.7126439094543457
val,balanced_primary,clean,prompt_pairwise_cos_std,599,599,0.14390704549463443,0.033965588383218455,0.13691569864749908,0.1072403535246849,0.1210009790956974,0.16279961913824081,0.1920332670211792
val,balanced_primary,clean,prompt_pairwise_cos_min,599,599,0.3747690128743997,0.10734444457114477,0.38990718126296997,0.2247787445783615,0.32297973334789276,0.444656103849411,0.49916900396347047
val,balanced_primary,clean,prompt_pairwise_cos_max,599,599,0.9149498766372121,0.037804630559835545,0.9155716300010681,0.8634811401367187,0.8882545530796051,0.9438076317310333,0.9658394813537597
val,balanced_primary,synthetic,max_score,599,599,0.34762343197115675,0.1290419918323877,0.3345474600791931,0.1922285556793213,0.2506278157234192,0.4338405132293701,0.5194255232810975
val,balanced_primary,synthetic,apce,599,599,65.4307470202247,43.68262769061253,54.62030029296875,21.389432144165042,34.35029983520508,83.44769668579102,130.77392883300786
val,balanced_primary,synthetic,score_map_mean,599,599,0.022257592341705584,0.009878987397978291,0.020729629322886467,0.011531974002718926,0.015847600996494293,0.025572391226887703,0.03472394794225693
val,balanced_primary,synthetic,score_map_std,599,599,0.039729392216641936,0.009403349682447866,0.04090642184019089,0.027199989184737206,0.03340209648013115,0.04700392298400402,0.05095221996307373
val,balanced_primary,synthetic,score_top1_top2_gap,599,599,0.09207011391105556,0.09865094665339474,0.05953437089920044,0.008228319883346557,0.023274637758731842,0.1271546632051468,0.21891027688980125
val,balanced_primary,synthetic,score_entropy,599,599,0.8248679043355092,0.065063187745481,0.8331246376037598,0.7424582242965698,0.7803220748901367,0.8709200024604797,0.9059980630874634
val,balanced_primary,synthetic,prompt_topk_score_mean,599,599,0.18946729288848493,0.049679561889680444,0.1920442283153534,0.12305963784456253,0.1549467369914055,0.22814948856830597,0.2524290919303894
val,balanced_primary,synthetic,prompt_topk_score_std,599,599,0.07725930945770519,0.044308725585586094,0.06909846514463425,0.02756967470049858,0.04347739741206169,0.10580983012914658,0.1394804269075394
val,balanced_primary,synthetic,prompt_topk_score_min,599,599,0.11375787044301604,0.04061289256687861,0.11593013256788254,0.05592215955257416,0.08573713898658752,0.14175038039684296,0.1659357190132141
val,balanced_primary,synthetic,prompt_topk_score_max,599,599,0.34762343197115675,0.1290419918323877,0.3345474600791931,0.1922285556793213,0.2506278157234192,0.4338405132293701,0.5194255232810975
val,balanced_primary,synthetic,prompt_top1_top8_gap,599,599,0.23386556094198274,0.13712520321152408,0.20464463531970978,0.08326385617256164,0.13119783997535706,0.31286972761154175,0.4292449951171875
val,balanced_primary,synthetic,prompt_norm_mean,599,599,12.40003402881909,0.1069740255451197,12.408041000366211,12.253233337402344,12.324442863464355,12.488966941833496,12.533036613464356
val,balanced_primary,synthetic,prompt_norm_std,599,599,0.13493109530985406,0.052930953892921025,0.13280677795410156,0.0673298716545105,0.09776974096894264,0.17048218846321106,0.20557109713554383
val,balanced_primary,synthetic,prompt_pairwise_cos_mean,599,599,0.7789998887377311,0.0837977248540092,0.7774859666824341,0.6820459723472595,0.7256089448928833,0.8312639594078064,0.8933566331863404
val,balanced_primary,synthetic,prompt_pairwise_cos_std,599,599,0.10817040034565135,0.05110999045507176,0.09614606201648712,0.0591269962489605,0.0744309276342392,0.1293162852525711,0.1769958019256592
val,balanced_primary,synthetic,prompt_pairwise_cos_min,599,599,0.5793997340389404,0.16145415126266044,0.5876501202583313,0.35614901781082153,0.4962128698825836,0.6819856762886047,0.7732055902481079
val,balanced_primary,synthetic,prompt_pairwise_cos_max,599,599,0.9578889443201692,0.04432424149899391,0.9748908877372742,0.8919150948524475,0.9247738122940063,0.9972007274627686,0.9992395997047424
val,balanced_primary,natural,max_score,599,599,0.5642279654318383,0.1782251554098765,0.5366353392601013,0.34380035996437075,0.44028735160827637,0.7293694615364075,0.8187981486320496
val,balanced_primary,natural,apce,599,599,122.73995123562311,74.53342204758636,100.54156494140625,39.90280380249023,60.03347396850586,200.61216735839844,237.2482116699219
val,balanced_primary,natural,score_map_mean,599,599,0.017382402891115922,0.009569360753985137,0.0160128865391016,0.006658530980348587,0.009918506722897291,0.0220897626131773,0.029631589353084575
val,balanced_primary,natural,score_map_std,599,599,0.05044874235154293,0.004627683176273205,0.051265258342027664,0.04595930352807045,0.04926852695643902,0.052992356941103935,0.05456671416759491
val,balanced_primary,natural,score_top1_top2_gap,599,599,0.25178920946555067,0.24601591617390825,0.15121695399284363,0.014937967061996463,0.04819178581237793,0.4429427832365036,0.6430929154157642
val,balanced_primary,natural,score_entropy,599,599,0.7073770059468552,0.13652257008354485,0.728682816028595,0.4912373423576355,0.6499192714691162,0.7965117394924164,0.8764565587043762
val,balanced_primary,natural,prompt_topk_score_mean,599,599,0.22085299097834923,0.045573093464832376,0.22904163599014282,0.15626675486564637,0.180039644241333,0.25999586284160614,0.276652067899704
val,balanced_primary,natural,prompt_topk_score_std,599,599,0.1541536604427423,0.07171136145301339,0.14968641102313995,0.058301860094070436,0.0971078872680664,0.21712075173854828,0.25330246686935426
val,balanced_primary,natural,prompt_topk_score_min,599,599,0.0950687487970397,0.05970171186321679,0.09400475770235062,0.019358988106250762,0.03251281566917896,0.1434900164604187,0.17617233395576476
val,balanced_primary,natural,prompt_topk_score_max,599,599,0.5642279654318383,0.1782251554098765,0.5366353392601013,0.34380035996437075,0.44028735160827637,0.7293694615364075,0.8187981486320496
val,balanced_primary,natural,prompt_top1_top8_gap,599,599,0.46915921561407525,0.229884050046455,0.42962679266929626,0.17711472511291504,0.28628119826316833,0.6863978207111359,0.8001200675964356
val,balanced_primary,natural,prompt_norm_mean,599,599,12.50309756442979,0.11790454036346568,12.532164573669434,12.338358306884766,12.450567722320557,12.58773422241211,12.623834037780762
val,balanced_primary,natural,prompt_norm_std,599,599,0.14830175105588067,0.05630151624544984,0.15105216205120087,0.07079696357250213,0.10219716280698776,0.18875408172607422,0.22705878615379335
val,balanced_primary,natural,prompt_pairwise_cos_mean,599,599,0.7077907126316045,0.08160379145504285,0.6997646689414978,0.6153695344924927,0.6539394557476044,0.7595981359481812,0.8080099344253541
val,balanced_primary,natural,prompt_pairwise_cos_std,599,599,0.13656038799648093,0.04387293530554881,0.13129624724388123,0.08590631037950516,0.10791224986314774,0.16447243094444275,0.19582072198390962
val,balanced_primary,natural,prompt_pairwise_cos_min,599,599,0.44426738245658365,0.1439350031761565,0.441036194562912,0.26324781179428103,0.3505711853504181,0.5278995037078857,0.6172556996345522
val,balanced_primary,natural,prompt_pairwise_cos_max,599,599,0.930367684424023,0.04148452876203094,0.9319664835929871,0.8738066673278808,0.9028902351856232,0.9673761129379272,0.9837360501289367
val,natural_raw,natural,max_score,599,599,0.5642279654318383,0.1782251554098765,0.5366353392601013,0.34380035996437075,0.44028735160827637,0.7293694615364075,0.8187981486320496
val,natural_raw,natural,apce,599,599,122.73995123562311,74.53342204758636,100.54156494140625,39.90280380249023,60.03347396850586,200.61216735839844,237.2482116699219
val,natural_raw,natural,score_map_mean,599,599,0.017382402891115922,0.009569360753985137,0.0160128865391016,0.006658530980348587,0.009918506722897291,0.0220897626131773,0.029631589353084575
val,natural_raw,natural,score_map_std,599,599,0.05044874235154293,0.004627683176273205,0.051265258342027664,0.04595930352807045,0.04926852695643902,0.052992356941103935,0.05456671416759491
val,natural_raw,natural,score_top1_top2_gap,599,599,0.25178920946555067,0.24601591617390825,0.15121695399284363,0.014937967061996463,0.04819178581237793,0.4429427832365036,0.6430929154157642
val,natural_raw,natural,score_entropy,599,599,0.7073770059468552,0.13652257008354485,0.728682816028595,0.4912373423576355,0.6499192714691162,0.7965117394924164,0.8764565587043762
val,natural_raw,natural,prompt_topk_score_mean,599,599,0.22085299097834923,0.045573093464832376,0.22904163599014282,0.15626675486564637,0.180039644241333,0.25999586284160614,0.276652067899704
val,natural_raw,natural,prompt_topk_score_std,599,599,0.1541536604427423,0.07171136145301339,0.14968641102313995,0.058301860094070436,0.0971078872680664,0.21712075173854828,0.25330246686935426
val,natural_raw,natural,prompt_topk_score_min,599,599,0.0950687487970397,0.05970171186321679,0.09400475770235062,0.019358988106250762,0.03251281566917896,0.1434900164604187,0.17617233395576476
val,natural_raw,natural,prompt_topk_score_max,599,599,0.5642279654318383,0.1782251554098765,0.5366353392601013,0.34380035996437075,0.44028735160827637,0.7293694615364075,0.8187981486320496
val,natural_raw,natural,prompt_top1_top8_gap,599,599,0.46915921561407525,0.229884050046455,0.42962679266929626,0.17711472511291504,0.28628119826316833,0.6863978207111359,0.8001200675964356
val,natural_raw,natural,prompt_norm_mean,599,599,12.50309756442979,0.11790454036346568,12.532164573669434,12.338358306884766,12.450567722320557,12.58773422241211,12.623834037780762
val,natural_raw,natural,prompt_norm_std,599,599,0.14830175105588067,0.05630151624544984,0.15105216205120087,0.07079696357250213,0.10219716280698776,0.18875408172607422,0.22705878615379335
val,natural_raw,natural,prompt_pairwise_cos_mean,599,599,0.7077907126316045,0.08160379145504285,0.6997646689414978,0.6153695344924927,0.6539394557476044,0.7595981359481812,0.8080099344253541
val,natural_raw,natural,prompt_pairwise_cos_std,599,599,0.13656038799648093,0.04387293530554881,0.13129624724388123,0.08590631037950516,0.10791224986314774,0.16447243094444275,0.19582072198390962
val,natural_raw,natural,prompt_pairwise_cos_min,599,599,0.44426738245658365,0.1439350031761565,0.441036194562912,0.26324781179428103,0.3505711853504181,0.5278995037078857,0.6172556996345522
val,natural_raw,natural,prompt_pairwise_cos_max,599,599,0.930367684424023,0.04148452876203094,0.9319664835929871,0.8738066673278808,0.9028902351856232,0.9673761129379272,0.9837360501289367
