pair_id,split,target_id,view,template_frame_id,search_frame_id,delta_max_score_s_minus_c,delta_apce_s_minus_c,delta_score_entropy_s_minus_c,bbox_center_displacement_normalized,bbox_center_displacement_pixels_256,bbox_log_scale_l1,synthetic_same_view_natural_centroid_nearest_cos,c_to_s_nearest_cos_mean,s_to_c_nearest_cos_mean,symmetric_best_match_cos,cross_token_cos_mean_control,centroid_cos_control
d2p1-train-md3005-A-00017,train,md3005,A,165,314,-0.23306438326835632,-25.212738037109375,0.11498141288757324,0.2136054049923665,54.68298367804582,0.3250666807007264,0.9090356826782227,0.7396275997161865,0.7987521886825562,0.7691898941993713,0.6398566961288452,0.8375256657600403
d2p1-train-md3005-A-00018,train,md3005,A,323,324,-0.3584819585084915,-90.86181640625,0.18511629104614258,0.2257575984017054,57.79394519083658,0.5994252538672804,0.9518334269523621,0.8059229850769043,0.8459154367446899,0.8259192109107971,0.7201372385025024,0.9128373861312866
d2p1-train-md3005-A-00019,train,md3005,A,332,333,-0.4364854693412781,-111.87166213989258,0.2058788537979126,0.38001400890717124,97.28358628023584,0.38217027075300913,0.9492058753967285,0.7673473358154297,0.8475490808486938,0.8074482083320618,0.6793615818023682,0.8618123531341553
d2p1-train-md3005-A-00020,train,md3005,A,341,342,-0.3247266113758087,-99.28774642944336,0.20024549961090088,0.288208773285252,73.78144596102452,0.5328056091312297,0.9624195098876953,0.7957966327667236,0.8693352937698364,0.83256596326828,0.6715474724769592,0.823106050491333
d2p1-train-md3005-A-00021,train,md3005,A,351,352,-0.3868253827095032,-105.05919647216797,0.19000929594039917,0.21993824997584172,56.30419199381548,0.20729078634485743,0.9602781534194946,0.8214511275291443,0.8629543781280518,0.842202752828598,0.6965531706809998,0.8880578279495239
d2p1-train-md3005-A-00022,train,md3005,A,360,361,-0.23685967922210693,-84.25773620605469,0.040341973304748535,0.478806327352428,122.57441980222157,0.11316540609274936,0.9234014749526978,0.82076096534729,0.8033020496368408,0.8120315074920654,0.7030389308929443,0.9118282198905945
d2p1-train-md3005-A-00023,train,md3005,A,370,371,-0.35729682445526123,-108.87486267089844,0.09537434577941895,0.2665643409925557,68.24047129409426,0.2985067111089439,0.9225393533706665,0.7708334922790527,0.8038464784622192,0.787339985370636,0.651207685470581,0.8492916226387024
d2p1-train-md3005-A-00024,train,md3005,A,385,386,-0.22970452904701233,-92.93304443359375,0.021733641624450684,0.2893069546259969,74.06258038425521,0.05112850056710444,0.93003249168396,0.8272559642791748,0.8368041515350342,0.8320300579071045,0.6918768882751465,0.912945568561554
d2p1-train-md3005-A-00025,train,md3005,A,423,424,-0.19028505682945251,-46.51689147949219,0.05003851652145386,0.3003905890944513,76.89999080817954,0.1483144434688406,0.8892703056335449,0.8175125122070312,0.7983421087265015,0.8079273104667664,0.6063945889472961,0.8933361768722534
d2p1-train-md3005-A-00026,train,md3005,A,432,433,-0.11424082517623901,-45.942230224609375,0.024619340896606445,0.33675472444791904,86.20920945866727,0.06517103368018476,0.9199807047843933,0.8584104776382446,0.8517440557479858,0.8550772666931152,0.6519187688827515,0.927746593952179
d2p1-train-md3005-A-00027,train,md3005,A,442,443,-0.09516561031341553,-40.891258239746094,-0.05158436298370361,0.33141695888920686,84.84274147563696,0.24706601432828224,0.9144483804702759,0.8556522130966187,0.8936070799827576,0.8746296465396881,0.637747049331665,0.9208255410194397
d2p1-train-md3005-A-00028,train,md3005,A,451,452,-0.22167176008224487,-86.07893371582031,0.05261331796646118,0.3456333003423259,88.48212488763544,0.1221599297711014,0.9308026432991028,0.8244879245758057,0.8654087781906128,0.8449483513832092,0.6504634022712708,0.9185416102409363
d2p1-train-md3005-A-00029,train,md3005,A,461,462,-0.019691884517669678,16.36962890625,-0.0001532435417175293,0.3535528170984434,90.5095211772015,0.17974989443398576,0.9342116117477417,0.8602795600891113,0.9123944044113159,0.8863369822502136,0.6605255007743835,0.9208981990814209
d2p1-train-md3005-A-00030,train,md3005,A,470,471,-0.24036246538162231,-95.63634490966797,0.07744187116622925,0.3759910421644546,96.25370679410038,0.13362342110427883,0.9259084463119507,0.8548692464828491,0.8609933257102966,0.8579312860965729,0.6636408567428589,0.9190881848335266
d2p1-train-md3005-A-00031,train,md3005,A,479,480,-0.0535963773727417,-15.188262939453125,0.086600661277771,0.3714427207005136,95.08933649933148,0.21299492286428334,0.9351964592933655,0.8075408935546875,0.8823145627975464,0.8449277281761169,0.6399779319763184,0.9043098092079163
d2p1-train-md3005-A-00032,train,md3005,A,489,490,-0.2186926007270813,-30.6221923828125,0.03813844919204712,0.3752810270438127,96.07194292321606,0.12258396646267539,0.9477857351303101,0.8830721378326416,0.8673418760299683,0.8752070069313049,0.7303977608680725,0.952278733253479
d2p1-train-md3005-A-00033,train,md3005,A,498,499,-0.2325623631477356,-87.26152038574219,0.03458136320114136,0.39070720863898534,100.02104541158025,0.08285425314770137,0.9345424175262451,0.8295851945877075,0.844283938407898,0.8369345664978027,0.6364303827285767,0.9344032406806946
d2p1-train-md3005-A-00034,train,md3005,A,508,509,-0.25139322876930237,-63.64723205566406,0.037251293659210205,0.37304881011348523,95.50049538905222,0.11120767478106396,0.9269309043884277,0.8853498697280884,0.8740987181663513,0.8797242939472198,0.6975077390670776,0.9617549180984497
d2p1-train-md3005-A-00035,train,md3005,A,517,518,-0.3004756271839142,-130.6165542602539,-0.019116342067718506,0.3271382274358368,83.74738622357422,0.14046516841047732,0.9151335954666138,0.8385565280914307,0.8433881402015686,0.8409723341464996,0.6600483059883118,0.9117658138275146
d2p1-train-md3005-A-00036,train,md3005,A,544,545,-0.3739730417728424,-140.05491638183594,0.09353774785995483,0.3189593862735356,81.65360288602511,0.1553835319187817,0.9305797815322876,0.8436423540115356,0.8286468386650085,0.8361445963382721,0.7188848257064819,0.9455826282501221
d2p1-train-md3005-A-00037,train,md3005,A,584,585,-0.1032116711139679,-28.095497131347656,0.029884040355682373,0.37983829038911066,97.23860233961233,0.19463049554746875,0.9275654554367065,0.9127036333084106,0.9039171934127808,0.9083104133605957,0.743170976638794,0.9665120244026184
d2p1-train-md3005-A-00038,train,md3005,A,594,595,-0.21757718920707703,-82.9686508178711,0.008285224437713623,0.36182091279149786,92.62615367462345,0.0306644978361197,0.9483609199523926,0.901046872138977,0.8872747421264648,0.894160807132721,0.71451735496521,0.9488657116889954
d2p1-train-md3005-A-00039,train,md3005,A,603,604,-0.09311598539352417,-13.03696060180664,0.0032167434692382812,0.27422820585509017,70.20242069890308,0.28568939185795666,0.9274868369102478,0.8791906833648682,0.8933754563331604,0.8862830698490143,0.7562134265899658,0.9600590467453003
d2p1-train-md3005-A-00040,train,md3005,A,673,674,-0.22963744401931763,-90.82078552246094,0.028712809085845947,0.35106048946554613,89.87148530317981,0.09281135157735074,0.9517070055007935,0.8477992415428162,0.8796850442886353,0.8637421429157257,0.6919106245040894,0.9509527683258057
d2p1-train-md3005-A-00041,train,md3005,A,682,683,-0.2580244839191437,-43.601593017578125,0.06066405773162842,0.37352185824545986,95.62159571083772,0.058628087767958345,0.956095814704895,0.8372737169265747,0.891141414642334,0.8642075657844543,0.7378346920013428,0.9248695969581604
d2p1-train-md3005-A-00042,train,md3005,A,692,693,-0.341605469584465,-65.75822067260742,0.11625409126281738,0.09448575203479326,24.188352520907074,0.4932182288654461,0.9201698303222656,0.6990290880203247,0.743012547492981,0.7210208177566528,0.6283961534500122,0.8339338898658752
d2p1-train-md3005-A-00043,train,md3005,A,701,702,-0.35082000494003296,-86.0625,0.10628324747085571,0.3702113984768898,94.77411801008378,0.33776606208300813,0.9536495208740234,0.8081748485565186,0.8490809798240662,0.8286279141902924,0.6777737140655518,0.8769500255584717
d2p1-train-md3005-A-00044,train,md3005,A,710,711,-0.5161630213260651,-99.20835876464844,0.20101678371429443,0.31562055880242296,80.79886305342028,0.18060915404499944,0.9531108736991882,0.7941958904266357,0.8411730527877808,0.8176844716072083,0.7191308736801147,0.8672347664833069
d2p1-train-md3005-A-00045,train,md3005,A,720,721,-0.4822620004415512,-83.20877838134766,0.23566508293151855,0.20821809480635606,53.30383227042715,0.6298203749674398,0.941556453704834,0.7348150014877319,0.843018651008606,0.788916826248169,0.659772515296936,0.8327526450157166
d2p1-train-md3005-A-00046,train,md3005,A,729,730,-0.469463974237442,-85.79874420166016,0.2636095881462097,0.1807494229787108,46.271852282549965,0.34228955831926877,0.9491602182388306,0.7233865261077881,0.8398644924163818,0.781625509262085,0.6299049854278564,0.8221761584281921
d2p1-train-md3005-A-00047,train,md3005,A,739,740,-0.49811989068984985,-101.52852630615234,0.2048550844192505,0.39699781666591727,101.63144106647482,0.2621294503124125,0.9436960816383362,0.6760037541389465,0.8361281752586365,0.7560659646987915,0.6148021817207336,0.7751810550689697
d2p1-train-md3005-A-00048,train,md3005,A,748,749,-0.1494489312171936,-61.93357849121094,-0.03681337833404541,0.43145578814597635,110.45268176536995,0.1340669839477289,0.9256938695907593,0.8920139074325562,0.8867243528366089,0.8893691301345825,0.6825950145721436,0.9583081007003784
d2p1-train-md3005-A-00049,train,md3005,A,758,759,-0.08728742599487305,-27.09716796875,-0.05943751335144043,0.3810814842582731,97.55685997011791,0.07959990313061284,0.9144798517227173,0.9098629951477051,0.9122994542121887,0.9110812246799469,0.6592459082603455,0.9646502137184143
d2p1-train-md3005-A-00050,train,md3005,A,767,768,-0.1908826231956482,-63.157684326171875,-0.02237159013748169,0.37675949190766644,96.45042992836261,0.08386075430810493,0.9305763840675354,0.8560304045677185,0.8636189103126526,0.8598246574401855,0.6867979168891907,0.9528425931930542
d2p1-train-md3005-A-00051,train,md3005,A,777,778,-0.17263263463974,-77.492919921875,0.016107797622680664,0.3818726865356042,97.75940775311467,0.06615114561495719,0.9380461573600769,0.8980566263198853,0.8811860084533691,0.8896213173866272,0.7163259983062744,0.9713498950004578
d2p1-train-md3005-A-00052,train,md3005,A,786,787,-0.12171703577041626,-59.90643310546875,0.009743094444274902,0.3885694286328215,99.4737737300023,0.191896091121215,0.9225307703018188,0.884355902671814,0.8788753151893616,0.8816156089305878,0.688730001449585,0.958890438079834
d2p1-train-md3005-A-00053,train,md3005,A,796,797,-0.034123003482818604,-10.658218383789062,0.005592525005340576,0.4034872660191239,103.29274010089571,0.029026841769631988,0.9293792843818665,0.8724100589752197,0.8681339621543884,0.8702720105648041,0.7098942995071411,0.9498058557510376
d2p1-train-md3005-A-00054,train,md3005,A,805,806,-0.2450316846370697,-94.16731262207031,-0.0428464412689209,0.34833276647464184,89.17318821750831,0.1175713575537584,0.9504891633987427,0.8689903020858765,0.8741319179534912,0.8715611100196838,0.7102742195129395,0.9423298835754395
d2p1-train-md3005-A-00055,train,md3005,A,815,816,-0.2341557741165161,-95.0233383178711,-0.04447096586227417,0.3356528838725517,85.92713827137324,0.1265976738591721,0.951116681098938,0.8796364665031433,0.8945724964141846,0.8871044814586639,0.7230089902877808,0.9506505727767944
d2p1-train-md3005-A-00056,train,md3005,A,824,825,-0.1157064437866211,-29.914138793945312,0.02728325128555298,0.33002879248547345,84.4873708762812,0.1512853375113037,0.9370976686477661,0.8486728668212891,0.8584351539611816,0.8535540103912354,0.6696269512176514,0.9351540803909302
d2p1-train-md3005-A-00057,train,md3005,A,833,834,-0.14779669046401978,-14.642288208007812,0.003119945526123047,0.3224693092139942,82.55214315878251,0.20829088890820457,0.917674720287323,0.8089451789855957,0.8441886305809021,0.8265669047832489,0.6628017425537109,0.9204038977622986
d2p1-train-md3005-A-00058,train,md3005,A,843,844,-0.24567148089408875,-60.610321044921875,-0.008476614952087402,0.32386317431549927,82.90897262476781,0.21385505343158703,0.9420093297958374,0.8613085150718689,0.8814029693603516,0.8713557422161102,0.6828044652938843,0.9281047582626343
d2p1-train-md3005-A-00059,train,md3005,A,852,853,-0.3977140784263611,-6.6972503662109375,0.08684509992599487,0.3300633003060215,84.4962048783415,0.2610726409153196,0.932823896408081,0.8307286500930786,0.8591914176940918,0.8449600338935852,0.6736115217208862,0.9300510883331299
d2p1-train-md3005-A-00060,train,md3005,A,862,863,-0.04901015758514404,-9.92083740234375,-0.008775949478149414,0.3390902850300459,86.80711296769175,0.196257194080267,0.9452276229858398,0.8633059859275818,0.9047562479972839,0.8840311169624329,0.7123138904571533,0.9353788495063782
d2p1-train-md3005-A-00061,train,md3005,A,871,872,-0.32846617698669434,-40.52717590332031,0.1447821855545044,0.3245406087784241,83.08239584727657,0.26141877422961063,0.9473013877868652,0.8180258870124817,0.8537217974662781,0.8358738422393799,0.6846249103546143,0.9168857932090759
d2p1-train-md3005-A-00062,train,md3005,A,881,882,-0.10108688473701477,-14.315101623535156,0.03151518106460571,0.38703191959584415,99.0801714165361,0.15373026020731284,0.9627816081047058,0.8817844986915588,0.8840486407279968,0.8829165697097778,0.7325826287269592,0.9592646956443787
d2p1-train-md3005-A-00063,train,md3005,A,890,891,-0.2909223139286041,-86.44549560546875,0.057772040367126465,0.40116303442237694,102.6977368121285,0.1912168877941004,0.9580197930335999,0.872287929058075,0.8590666055679321,0.8656772673130035,0.7336589097976685,0.9376617670059204
d2p1-train-md3005-A-00064,train,md3005,A,900,901,-0.21202653646469116,-63.95594787597656,0.033887505531311035,0.42932407112782495,109.90696220872319,0.08015623080444564,0.9423511624336243,0.8625779747962952,0.8525586724281311,0.8575683236122131,0.6826006174087524,0.9292012453079224
d2p1-train-md3005-A-00065,train,md3005,A,983,984,-0.4936317205429077,-166.1894760131836,0.17748194932937622,0.22189756466316443,56.805776553770094,0.03784597937419869,0.9495107531547546,0.7675106525421143,0.7835664749145508,0.7755385637283325,0.6912639141082764,0.8850027918815613
d2p1-train-md3005-A-00066,train,md3005,A,993,994,-0.33937135338783264,-102.11983489990234,0.15445274114608765,0.337362997503685,86.36492736094335,0.2492016558897751,0.9292625188827515,0.8216469287872314,0.8231326341629028,0.8223897814750671,0.6778066754341125,0.9141911864280701
d2p1-train-md3005-A-00067,train,md3005,A,1002,1042,-0.39314599335193634,-86.00868606567383,0.0468786358833313,0.33100180445339783,84.73646194006984,0.4986548088612476,0.9506506323814392,0.8098126649856567,0.8605403304100037,0.8351764976978302,0.6988160610198975,0.9058161377906799
d2p1-train-md3005-A-00068,train,md3005,A,1050,1051,-0.45972414314746857,-121.75067138671875,0.18836134672164917,0.2155142372544373,55.17164473713595,0.3665208266004052,0.9468387365341187,0.7620421051979065,0.832112729549408,0.7970774173736572,0.6829133033752441,0.8717558979988098
d2p1-train-md3005-A-00069,train,md3005,A,1060,1061,-0.573613166809082,-143.9824676513672,0.2637457847595215,0.3410454139084532,87.30762596056402,0.24961257566408668,0.9396593570709229,0.7937259078025818,0.8503164052963257,0.8220211565494537,0.7088875770568848,0.8802501559257507
d2p1-train-md3005-A-00070,train,md3005,A,1069,1070,-0.29134488105773926,-100.15386962890625,0.10194963216781616,0.2985499307221188,76.4287822648624,0.29669140199822874,0.9115161895751953,0.7341129779815674,0.8192406892776489,0.7766768336296082,0.6475184559822083,0.8440576195716858
d2p1-train-md3005-A-00071,train,md3005,A,1079,1080,-0.3790988028049469,-87.23612976074219,0.17608314752578735,0.15765886407112653,40.36066920220839,0.44027738662352767,0.9404431581497192,0.817861795425415,0.8269166946411133,0.8223892450332642,0.7224616408348083,0.8932442665100098
d2p1-train-md3005-A-00072,train,md3005,A,1088,1089,-0.5547551810741425,-138.9853286743164,0.22675681114196777,0.24261447119575286,62.10930462611273,0.4222841042333321,0.9218311309814453,0.806968629360199,0.8085648417472839,0.8077667355537415,0.6602767705917358,0.8864287734031677
d2p1-train-md3005-A-00073,train,md3005,A,1098,1099,-0.2883448302745819,-124.19245147705078,0.05594491958618164,0.23218123465554705,59.438396071820044,0.3319346741424572,0.9191159605979919,0.8101023435592651,0.8523414731025696,0.8312219083309174,0.7095338702201843,0.9069696664810181
d2p1-train-md3005-B-00000,train,md3005,B,1,2,-0.2153644859790802,-52.33313751220703,0.016659200191497803,0.16986020681925706,43.48421294572981,0.21905670046331205,0.9455239772796631,0.9058020710945129,0.9156043529510498,0.9107032120227814,0.7589062452316284,0.963668704032898
d2p1-train-md3005-B-00001,train,md3005,B,4,5,-0.13117718696594238,-34.246055603027344,0.006612241268157959,0.20983737441080452,53.71836784916596,0.25972412518056354,0.9366723895072937,0.8597476482391357,0.818763256072998,0.8392554521560669,0.7032443284988403,0.8932017683982849
d2p1-train-md3005-B-00002,train,md3005,B,7,8,-0.1752353012561798,3.715240478515625,0.006650149822235107,0.16636978852560116,42.5906658625539,0.1301194295309656,0.9384912252426147,0.8780810832977295,0.8910000324249268,0.8845405578613281,0.7494926452636719,0.9410530924797058
d2p1-train-md3005-B-00003,train,md3005,B,11,12,-0.2179238498210907,-40.19142150878906,0.03093332052230835,0.3868178643868198,99.02537328302587,0.11853217439351292,0.9075525999069214,0.8483995199203491,0.8204824924468994,0.8344410061836243,0.6932289004325867,0.9167835116386414
d2p1-train-md3005-B-00004,train,md3005,B,14,15,-0.1333608627319336,-25.369049072265625,-0.027428507804870605,0.15159873763061193,38.809276833436655,0.17161686936751946,0.9528005123138428,0.8837246894836426,0.8920128345489502,0.8878687620162964,0.7197820544242859,0.9526009559631348
d2p1-train-md3005-B-00005,train,md3005,B,17,18,-0.08973675966262817,-26.338966369628906,-0.007776498794555664,0.15464682942851127,39.589588333698885,0.20809067852121202,0.9430499076843262,0.8791467547416687,0.8679897785186768,0.8735682666301727,0.7133375406265259,0.9496287107467651
d2p1-train-md3005-B-00006,train,md3005,B,20,21,-0.2582456171512604,-92.85910034179688,0.05402106046676636,0.16045739546421506,41.077093238839055,0.15427235422516103,0.943103551864624,0.8269551992416382,0.8149058222770691,0.8209305107593536,0.7044603824615479,0.9233214259147644
d2p1-train-md3005-B-00007,train,md3005,B,23,24,-0.17470037937164307,-27.642776489257812,0.035636961460113525,0.15940345783157306,40.8072852048827,0.2141571884291703,0.9489390254020691,0.8796464204788208,0.8696427345275879,0.8746445775032043,0.7308475375175476,0.9428304433822632
d2p1-train-md3005-B-00008,train,md3005,B,26,27,-0.16371235251426697,-67.29106903076172,0.037382543087005615,0.16140766364696787,41.320361893623776,0.12071277910386857,0.9427762031555176,0.8271511197090149,0.8185146450996399,0.8228328824043274,0.6834536790847778,0.9169374108314514
d2p1-train-md3005-B-00009,train,md3005,B,30,31,-0.12630850076675415,-86.90161895751953,0.004033267498016357,0.15341717640046526,39.27479715851911,0.2022412295390278,0.9390546679496765,0.8343765139579773,0.833696722984314,0.8340366184711456,0.7161281108856201,0.9148919582366943
d2p1-train-md3005-B-00010,train,md3005,B,33,34,-0.17525732517242432,-59.9068603515625,0.03855621814727783,0.160764367308694,41.155678031025666,0.2053638711196093,0.9409826993942261,0.8336572647094727,0.8102759122848511,0.8219665884971619,0.6973540782928467,0.8859379291534424
d2p1-train-md3005-B-00011,train,md3005,B,36,37,-0.1805349588394165,-78.1693344116211,0.008215248584747314,0.17215859465225516,44.07260023097732,0.24182978814034684,0.9483391046524048,0.8521881103515625,0.8563090562820435,0.854248583316803,0.7134107351303101,0.908268392086029
d2p1-train-md3005-B-00012,train,md3005,B,39,40,-0.33968010544776917,-100.66415405273438,0.021836817264556885,0.17866918569420168,45.73931153771563,0.17177791165088352,0.9406837224960327,0.8340674638748169,0.8339378833770752,0.834002673625946,0.6820448637008667,0.9299321174621582
d2p1-train-md3005-B-00013,train,md3005,B,42,43,-0.3061484396457672,-87.3094482421875,0.03488421440124512,0.17063240981324673,43.68189691219116,0.1691691017627192,0.9460171461105347,0.8540076017379761,0.8475626707077026,0.8507851362228394,0.7082775831222534,0.9173682332038879
d2p1-train-md3005-B-00014,train,md3005,B,45,46,-0.2733268737792969,-94.94731140136719,0.0453718900680542,0.1804750310797155,46.201607956407166,0.19495545262285427,0.9399645924568176,0.8464621901512146,0.8351383209228516,0.8408002555370331,0.6804291605949402,0.8968629240989685
d2p1-train-md3005-B-00015,train,md3005,B,49,50,-0.2132154405117035,-95.37582397460938,0.03784734010696411,0.18468023665372624,47.27814058335392,0.2900213264167182,0.9394234418869019,0.822504997253418,0.8411283493041992,0.8318166732788086,0.6771929264068604,0.8993364572525024
d2p1-train-md3005-B-00016,train,md3005,B,52,53,-0.2650727331638336,-109.7730484008789,0.04533332586288452,0.35154254557560494,89.99489166735486,0.1444878492959422,0.9360203742980957,0.7830164432525635,0.7929883599281311,0.7880024015903473,0.6521183252334595,0.8444060683250427
d2p1-train-md3005-B-00017,train,md3005,B,55,56,-0.35412073135375977,-124.63634490966797,0.027034223079681396,0.34339574281764423,87.90931016131692,0.3248938165616919,0.9238624572753906,0.8022314310073853,0.7890705466270447,0.795650988817215,0.6492657661437988,0.8930771350860596
d2p1-train-md3005-B-00018,train,md3005,B,58,59,-0.22422733902931213,-97.42625427246094,0.03503596782684326,0.20389167400228383,52.19626854458466,0.2287396340868163,0.9330568313598633,0.8125777244567871,0.8140188455581665,0.8132982850074768,0.6846648454666138,0.910504937171936
d2p1-train-md3005-B-00019,train,md3005,B,61,62,-0.24909821152687073,-98.86365509033203,0.02996814250946045,0.20868902100288475,53.424389376738496,0.19203523266112682,0.9438387751579285,0.8144456148147583,0.8086214661598206,0.8115335404872894,0.6861636638641357,0.9163836240768433
d2p1-train-md3005-B-00020,train,md3005,B,64,65,-0.15903085470199585,-68.053955078125,0.0021215081214904785,0.21693353674251786,55.53498540608457,0.08224767251179893,0.941693902015686,0.8611065149307251,0.8503044247627258,0.8557054698467255,0.6873612403869629,0.9205687642097473
d2p1-train-md3005-B-00021,train,md3005,B,68,69,-0.07409173250198364,-6.3917236328125,-0.03373926877975464,0.22654890547630213,57.996519801933346,0.1366052300966154,0.9343944787979126,0.8178284168243408,0.8437457084655762,0.8307870626449585,0.6607221364974976,0.8890740871429443
d2p1-train-md3005-B-00022,train,md3005,B,71,72,-0.03181082010269165,13.013473510742188,0.013015508651733398,0.23533318684210897,60.245295831579895,0.05056702979159103,0.9451730847358704,0.8300575017929077,0.8423158526420593,0.8361866772174835,0.6756061911582947,0.900000810623169
d2p1-train-md3005-B-00023,train,md3005,B,74,75,-0.1661713421344757,-46.284149169921875,0.0029368996620178223,0.22951706207372125,58.75636789087264,0.13397264856522556,0.9355055093765259,0.8096629977226257,0.8276238441467285,0.8186434209346771,0.6842858791351318,0.8887794017791748
d2p1-train-md3005-B-00024,train,md3005,B,77,78,-0.04489809274673462,11.162445068359375,-0.004303932189941406,0.23841807771347143,61.035027894648685,0.09109778844698763,0.9281139373779297,0.7896014451980591,0.8187586069107056,0.8041800260543823,0.6777493953704834,0.8822265863418579
d2p1-train-md3005-B-00025,train,md3005,B,80,81,-0.10515660047531128,-25.23846435546875,0.018062829971313477,0.22129203848977963,56.650761853383585,0.16684076517557167,0.9235556125640869,0.8121178150177002,0.8221012949943542,0.8171095550060272,0.6542324423789978,0.8879149556159973
